id,mjd,ra,dec,f0,f1,f2,f3,f4,f5,f6,f7,reconstruction,energy,drlogl
130,58487.35738703,6.262244,-0.46702158,2.0378179144170234,-0.020941317254202098,-2.929421743261865,5433.392115535681,684.8507048789126,1.0,0.0,0.0,Track,38244.44,-10.379337
131,58507.15549528,5.372871,-0.5645045,2.135300835242921,-0.9103144997424047,1.9463206424011483,35546.91189057575,753.5435947979768,1.0,0.0,0.0,Track,203453.11,-10.012504
133,58532.12349793,4.908848,0.56860673,3.038987082612835,-2.5634839668812157,2.0332219610331226,8.388194187472706,8.111009498796644,-0.8745961953355982,3.0976911442333814,-0.13459983655205987,Shower,25753.693,-0.093289115
134,58535.35115416,4.6930947,-0.29017043,1.8609667629435058,-1.5900907254143621,1.5980855549493147,6980.775310547796,2700.51670467411,1.0,0.0,0.0,Track,89239.03,-3.5725913
135,58573.28869726,5.895516,-0.38393354,1.9547298638786856,-0.38766936677075964,-3.1287253248709668,36391.59460859472,9652.654252673072,1.0,0.0,0.0,Track,4802843.0,-9.229951
136,58607.767574,1.1354569,-0.6489753,2.219771622674163,1.1354569021362577,1.5714735988997421,43877.535249751214,7011.808968411705,1.0,0.0,0.0,Track,27528.482,-3.3982227
137,58620.04077673,2.8296762,-0.8404606,0.4394633208194959,-2.874124932685455,1.6370019343966014,153.6746959706104,78.691065821937,0.010511513961933379,2.068096545604947,-1.6033942814132556,Shower,46130.05,-0.026943294
138,58632.08011827,4.412484,-0.0966388,3.0370271152283213,-3.0575532068409075,-1.152434987006174,9.629830073770796,35.46827045793284,-0.9812789204482328,0.041802440788250385,2.9459108756458487,Shower,42278.293,-0.11641476
139,58662.87823017,3.687541,-0.8502205,2.4210168469796667,-2.5956443062788197,-3.093942483524696,311.4156184683964,87.29484151062522,1.0,0.0,0.0,Track,31206.469,-0.73943204
140,58688.71274921,4.458583,-0.18502487,1.7558211950037024,-1.8246023964337053,1.3616272411207078,476.9344721859292,30.59345394970878,1.0,0.0,0.0,Shower,95120.484,0.014216844
141,58718.55680732,6.0175767,-0.9361611,2.6996916670746285,-1.2226888100851943,1.3523318591893547,80.90158186654789,32.49621726326743,0.6691386742501781,0.19399335284763558,0.6487937808708293,Shower,69517.55,0.019624855
142,58721.96497422,5.3871455,-0.48859546,1.8993853405986432,-1.2334372242910048,1.5442207897797309,68.69818885245249,31.715225692141328,1.0,0.3302236484878439,-1.4948127897855223,Shower,22030.545,-0.17207769
143,58740.92567853,4.633395,-0.28033942,1.8511357575573757,-1.6497902193755125,1.4764776913674593,18315.781992653167,6081.639432821063,1.0,0.0,0.0,Track,25568.033,-2.360124
144,58747.88785685,2.7102613,0.047533914,3.1396787402219064,-3.0504703573357737,2.6230691451868404,0.9201472933211515,7.420933046276056,-1.0,2.448145830110967,1.0409326261187906,Shower,29679.123,-0.13373818
145,58762.35748083,4.467692,-0.28873888,1.8595351885037545,-1.8154935792481521,1.6066452202244006,17275.739157901364,1007.4318715108114,1.0,0.0,0.0,Track,80238.47,-10.963541
146,58807.89976527,2.0945914,-0.24288926,2.00795746596525,2.1811035039558324,2.95052025255562,534.0410656557403,258.4746604167287,-0.9828278776127296,0.012625012108685755,0.7328582809005517,Shower,100457.0,-0.017861815
147,58830.99083945,0.67927706,-0.0060109007,3.1398816338315783,3.125174375506009,-1.2199931281910446,3.532752860586379,26.71675817565914,-1.0,1.4949896832329692,0.5243036185262704,Shower,30686.086,-0.15812874
148,58833.54339708,4.27771,0.53619623,1.0346000653625467,-2.005475464269815,1.5179326752638933,145.1398986539457,52.06060071814494,1.0,0.0,0.0,Shower,114839.83,-0.023133678
149,58855.40437916,2.5454357,0.60718644,0.9636098787262196,2.5454357618027452,2.1840842774086493,9760.106662579701,621.5864927523617,1.0,0.0,0.0,Track,110755.61,-1.8426824
